index,Marque,Modèle,Masse à vide,CO2,Carburant,Cylindrée moteur,Puissance moteur,Consommation carburant
23942,LAND ROVER,RANGE ROVER EVOQUE,NaN,137,diesel,1998.0,120.0,6.5
